gene_name	quality	n	total	percent
CREB3L3	high: >33	65	76	85.52631578947368
CTDP1	very low: <= 17	3	76	3.9473684210526314
CTDP1	low: >17, <= 23	1	76	1.3157894736842104
CTDP1	mid: >23, <=33	14	76	18.421052631578945
CTDP1	high: >33	58	76	76.31578947368422
CYB5R3	low: >17, <= 23	1	76	1.3157894736842104
CYB5R3	mid: >23, <=33	3	76	3.9473684210526314
CYB5R3	high: >33	72	76	94.73684210526315
CYP2A13	low: >17, <= 23	2	76	2.631578947368421
CYP2A13	mid: >23, <=33	23	76	30.263157894736842
CYP2A13	high: >33	51	76	67.10526315789474
CYP2A7	mid: >23, <=33	1	76	1.3157894736842104
CYP2A7	high: >33	75	76	98.68421052631578
CYP2B6	mid: >23, <=33	1	76	1.3157894736842104
CYP2B6	high: >33	75	76	98.68421052631578
CYP2C18	mid: >23, <=33	2	76	2.631578947368421
CYP2C18	high: >33	74	76	97.36842105263158
CYP2C19	high: >33	76	76	100
CYP2C8	mid: >23, <=33	1	76	1.3157894736842104
CYP2C8	high: >33	75	76	98.68421052631578
CYP2C9	high: >33	76	76	100
CYP2D6	very low: <= 17	9	76	11.842105263157894
CYP2D6	mid: >23, <=33	4	76	5.263157894736842
CYP2D6	high: >33	63	76	82.89473684210526
CYP2E1	very low: <= 17	1	76	1.3157894736842104
CYP2E1	low: >17, <= 23	2	76	2.631578947368421
CYP2E1	mid: >23, <=33	6	76	7.894736842105263
CYP2E1	high: >33	67	76	88.1578947368421
CYP2F1	mid: >23, <=33	9	76	11.842105263157894
CYP2F1	high: >33	67	76	88.1578947368421
CYP2G1P	high: >33	76	76	100
CYP2J2	high: >33	76	76	100
CYP2R1	low: >17, <= 23	1	76	1.3157894736842104
CYP2R1	mid: >23, <=33	9	76	11.842105263157894
CYP2R1	high: >33	66	76	86.8421052631579
CYP2S1	mid: >23, <=33	17	76	22.36842105263158
CYP2S1	high: >33	59	76	77.63157894736842
CYP2U1	mid: >23, <=33	10	76	13.157894736842104
CYP2U1	high: >33	66	76	86.8421052631579
CYP2W1	very low: <= 17	6	76	7.894736842105263
CYP2W1	low: >17, <= 23	8	76	10.526315789473683
CYP2W1	mid: >23, <=33	5	76	6.578947368421052
CYP2W1	high: >33	57	76	75
CYP4F12	mid: >23, <=33	6	76	7.894736842105263
CYP4F12	high: >33	70	76	92.10526315789474
CYP4F3	low: >17, <= 23	1	76	1.3157894736842104
CYP4F3	mid: >23, <=33	40	76	52.63157894736842
CYP4F3	high: >33	35	76	46.05263157894737
D2HGDH	low: >17, <= 23	2	76	2.631578947368421
D2HGDH	mid: >23, <=33	2	76	2.631578947368421
D2HGDH	high: >33	72	76	94.73684210526315
DAZL	high: >33	76	76	100
DCLRE1C	high: >33	76	76	100
DEAF1	mid: >23, <=33	4	76	5.263157894736842
DEAF1	high: >33	72	76	94.73684210526315
DMPK	very low: <= 17	1	76	1.3157894736842104
DMPK	mid: >23, <=33	15	76	19.736842105263158
DMPK	high: >33	60	76	78.94736842105263
DNMT3L	low: >17, <= 23	24	76	31.57894736842105
DNMT3L	mid: >23, <=33	3	76	3.9473684210526314
DNMT3L	high: >33	49	76	64.47368421052632
DOK7	very low: <= 17	1	76	1.3157894736842104
DOK7	mid: >23, <=33	3	76	3.9473684210526314
DOK7	high: >33	72	76	94.73684210526315
DPY19L2	high: >33	76	76	100
DRD4	very low: <= 17	8	76	10.526315789473683
DRD4	low: >17, <= 23	10	76	13.157894736842104
DRD4	mid: >23, <=33	5	76	6.578947368421052
DRD4	high: >33	53	76	69.73684210526315
DSPP	very low: <= 17	1	76	1.3157894736842104
DSPP	low: >17, <= 23	19	76	25
DSPP	mid: >23, <=33	27	76	35.526315789473685
DSPP	high: >33	29	76	38.15789473684211
ECHS1	low: >17, <= 23	4	76	5.263157894736842
ECHS1	mid: >23, <=33	11	76	14.473684210526317
ECHS1	high: >33	61	76	80.26315789473685
EEF1A2	very low: <= 17	3	76	3.9473684210526314
EEF1A2	low: >17, <= 23	2	76	2.631578947368421
EEF1A2	mid: >23, <=33	13	76	17.105263157894736
EEF1A2	high: >33	58	76	76.31578947368422
EIF2B5	mid: >23, <=33	3	74	4.054054054054054
EIF2B5	high: >33	71	74	95.94594594594594
ENO3	mid: >23, <=33	19	76	25
ENO3	high: >33	57	76	75
ESPN	mid: >23, <=33	1	76	1.3157894736842104
ESPN	high: >33	75	76	98.68421052631578
ESRRA	very low: <= 17	4	76	5.263157894736842
ESRRA	mid: >23, <=33	14	76	18.421052631578945
ESRRA	high: >33	58	76	76.31578947368422
ETFB	low: >17, <= 23	2	76	2.631578947368421
ETFB	mid: >23, <=33	4	76	5.263157894736842
ETFB	high: >33	70	76	92.10526315789474
ETHE1	very low: <= 17	19	76	25
ETHE1	low: >17, <= 23	1	76	1.3157894736842104
ETHE1	mid: >23, <=33	9	76	11.842105263157894
ETHE1	high: >33	47	76	61.8421052631579
EXTL2	mid: >23, <=33	3	76	3.9473684210526314
EXTL2	high: >33	73	76	96.05263157894737
F7	very low: <= 17	13	76	17.105263157894736
F7	mid: >23, <=33	11	76	14.473684210526317
F7	high: >33	52	76	68.42105263157895
FAT1	high: >33	76	76	100
FCGR2B	very low: <= 17	14	76	18.421052631578945
FCGR2B	low: >17, <= 23	13	76	17.105263157894736
FCGR2B	mid: >23, <=33	17	76	22.36842105263158
FCGR2B	high: >33	32	76	42.10526315789473
FCGR3A	high: >33	76	76	100
FGF3	mid: >23, <=33	18	76	23.684210526315788
FGF3	high: >33	58	76	76.31578947368422
FGFRL1	mid: >23, <=33	5	76	6.578947368421052
FGFRL1	high: >33	71	76	93.42105263157895
FKBP8	mid: >23, <=33	13	76	17.105263157894736
FKBP8	high: >33	63	76	82.89473684210526
FLAD1	mid: >23, <=33	34	76	44.73684210526316
FLAD1	high: >33	42	76	55.26315789473685
FLG	very low: <= 17	12	76	15.789473684210526
FLG	low: >17, <= 23	3	76	3.9473684210526314
FLG	mid: >23, <=33	5	76	6.578947368421052
FLG	high: >33	56	76	73.68421052631578
FLT4	very low: <= 17	1	76	1.3157894736842104
FLT4	low: >17, <= 23	2	76	2.631578947368421
FLT4	mid: >23, <=33	1	76	1.3157894736842104
FLT4	high: >33	72	76	94.73684210526315
FOXN1	mid: >23, <=33	3	76	3.9473684210526314
FOXN1	high: >33	73	76	96.05263157894737
FSCN2	very low: <= 17	1	76	1.3157894736842104
FSCN2	low: >17, <= 23	9	76	11.842105263157894
FSCN2	mid: >23, <=33	31	76	40.78947368421053
FSCN2	high: >33	35	76	46.05263157894737
FUT1	very low: <= 17	3	76	3.9473684210526314
FUT1	low: >17, <= 23	11	76	14.473684210526317
FUT1	mid: >23, <=33	16	76	21.052631578947366
FUT1	high: >33	46	76	60.526315789473685
FXN	high: >33	76	76	100
G6PC3	mid: >23, <=33	13	76	17.105263157894736
G6PC3	high: >33	63	76	82.89473684210526
GAK	mid: >23, <=33	4	76	5.263157894736842
GAK	high: >33	72	76	94.73684210526315
GALR1	very low: <= 17	10	76	13.157894736842104
GALR1	low: >17, <= 23	10	76	13.157894736842104
GALR1	mid: >23, <=33	3	76	3.9473684210526314
GALR1	high: >33	53	76	69.73684210526315
GALT	mid: >23, <=33	28	76	36.84210526315789
GALT	high: >33	48	76	63.1578947368421
GCSH	mid: >23, <=33	2	76	2.631578947368421
GCSH	high: >33	74	76	97.36842105263158
GDF3	very low: <= 17	4	76	5.263157894736842
GDF3	mid: >23, <=33	5	76	6.578947368421052
GDF3	high: >33	67	76	88.1578947368421
GIP	mid: >23, <=33	5	76	6.578947368421052
GIP	high: >33	71	76	93.42105263157895
GOLGA3	low: >17, <= 23	1	76	1.3157894736842104
GOLGA3	mid: >23, <=33	11	76	14.473684210526317
GOLGA3	high: >33	64	76	84.21052631578947
GP1BA	very low: <= 17	2	76	2.631578947368421
GP1BA	mid: >23, <=33	8	76	10.526315789473683
GP1BA	high: >33	66	76	86.8421052631579
GP6	very low: <= 17	1	76	1.3157894736842104
GP6	mid: >23, <=33	11	76	14.473684210526317
GP6	high: >33	64	76	84.21052631578947
GPI	very low: <= 17	1	76	1.3157894736842104
GPI	mid: >23, <=33	2	76	2.631578947368421
GPI	high: >33	73	76	96.05263157894737
GPIHBP1	very low: <= 17	37	74	50
GPIHBP1	low: >17, <= 23	3	74	4.054054054054054
GPIHBP1	mid: >23, <=33	2	74	2.7027027027027026
GPIHBP1	high: >33	32	74	43.24324324324324
GRIN1	very low: <= 17	2	76	2.631578947368421
GRIN1	low: >17, <= 23	9	76	11.842105263157894
GRIN1	mid: >23, <=33	25	76	32.89473684210527
GRIN1	high: >33	40	76	52.63157894736842
GUSB	high: >33	76	76	100
H19	mid: >23, <=33	4	76	5.263157894736842
H19	high: >33	72	76	94.73684210526315
HBG1	very low: <= 17	4	76	5.263157894736842
HBG1	low: >17, <= 23	1	76	1.3157894736842104
HBG1	mid: >23, <=33	10	76	13.157894736842104
HBG1	high: >33	61	76	80.26315789473685
HBM	very low: <= 17	5	74	6.756756756756757
HBM	low: >17, <= 23	8	74	10.81081081081081
HBM	mid: >23, <=33	21	74	28.37837837837838
HBM	high: >33	40	74	54.054054054054056
HCN2	mid: >23, <=33	1	76	1.3157894736842104
HCN2	high: >33	75	76	98.68421052631578
HCN3	mid: >23, <=33	7	76	9.210526315789473
HCN3	high: >33	69	76	90.78947368421053
HLA-A	mid: >23, <=33	1	76	1.3157894736842104
HLA-A	high: >33	75	76	98.68421052631578
HLA-B	high: >33	76	76	100
HLA-C	high: >33	76	76	100
HLA-DMA	mid: >23, <=33	1	76	1.3157894736842104
HLA-DMA	high: >33	75	76	98.68421052631578
HLA-DMB	mid: >23, <=33	16	76	21.052631578947366
HLA-DMB	high: >33	60	76	78.94736842105263
HLA-DOA	mid: >23, <=33	5	76	6.578947368421052
HLA-DOA	high: >33	71	76	93.42105263157895
HLA-DPA1	mid: >23, <=33	3	76	3.9473684210526314
HLA-DPA1	high: >33	73	76	96.05263157894737
HLA-DPB2	mid: >23, <=33	2	76	2.631578947368421
HLA-DPB2	high: >33	74	76	97.36842105263158
HLA-DQA1	mid: >23, <=33	6	76	7.894736842105263
HLA-DQA1	high: >33	70	76	92.10526315789474
HLA-DQA2	mid: >23, <=33	3	76	3.9473684210526314
HLA-DQA2	high: >33	73	76	96.05263157894737
HLA-DQB1	low: >17, <= 23	1	46	2.1739130434782608
HLA-DQB1	mid: >23, <=33	1	46	2.1739130434782608
HLA-DQB1	high: >33	44	46	95.65217391304348
HLA-DQB2	mid: >23, <=33	5	76	6.578947368421052
HLA-DQB2	high: >33	71	76	93.42105263157895
HLA-DRA	low: >17, <= 23	6	76	7.894736842105263
HLA-DRA	mid: >23, <=33	6	76	7.894736842105263
HLA-DRA	high: >33	64	76	84.21052631578947
HLA-DRB5	high: >33	76	76	100
HLA-E	mid: >23, <=33	13	76	17.105263157894736
HLA-E	high: >33	63	76	82.89473684210526
HLA-F	low: >17, <= 23	1	76	1.3157894736842104
HLA-F	mid: >23, <=33	16	76	21.052631578947366
HLA-F	high: >33	59	76	77.63157894736842
HLA-G	mid: >23, <=33	3	76	3.9473684210526314
HLA-G	high: >33	73	76	96.05263157894737
HLA-J	mid: >23, <=33	5	76	6.578947368421052
HLA-J	high: >33	71	76	93.42105263157895
HLA-L	high: >33	76	76	100
HLA-N	mid: >23, <=33	4	76	5.263157894736842
HLA-N	high: >33	72	76	94.73684210526315
HLA-S	mid: >23, <=33	6	76	7.894736842105263
HLA-S	high: >33	70	76	92.10526315789474
HMGCL	mid: >23, <=33	14	76	18.421052631578945
HMGCL	high: >33	62	76	81.57894736842105
HMX1	mid: >23, <=33	1	76	1.3157894736842104
HMX1	high: >33	75	76	98.68421052631578
HNF1A	very low: <= 17	1	76	1.3157894736842104
HNF1A	low: >17, <= 23	9	76	11.842105263157894
HNF1A	mid: >23, <=33	14	76	18.421052631578945
HNF1A	high: >33	52	76	68.42105263157895
HOXB8	mid: >23, <=33	16	76	21.052631578947366
HOXB8	high: >33	60	76	78.94736842105263
HPD	low: >17, <= 23	1	74	1.3513513513513513
HPD	mid: >23, <=33	6	74	8.108108108108109
HPD	high: >33	67	74	90.54054054054053
HSD11B2	mid: >23, <=33	16	76	21.052631578947366
HSD11B2	high: >33	60	76	78.94736842105263
HYAL1	very low: <= 17	30	76	39.473684210526315
HYAL1	low: >17, <= 23	1	76	1.3157894736842104
HYAL1	mid: >23, <=33	10	76	13.157894736842104
HYAL1	high: >33	35	76	46.05263157894737
HYDIN	high: >33	74	74	100
IFITM3	very low: <= 17	7	76	9.210526315789473
IFITM3	low: >17, <= 23	1	76	1.3157894736842104
IFITM3	mid: >23, <=33	4	76	5.263157894736842
IFITM3	high: >33	64	76	84.21052631578947
IFNL3	mid: >23, <=33	10	76	13.157894736842104
IFNL3	high: >33	66	76	86.8421052631579
IKBKB	high: >33	76	76	100
IMPA1	mid: >23, <=33	10	76	13.157894736842104
IMPA1	high: >33	66	76	86.8421052631579
INPP5E	very low: <= 17	2	76	2.631578947368421
INPP5E	low: >17, <= 23	19	76	25
INPP5E	mid: >23, <=33	5	76	6.578947368421052
INPP5E	high: >33	50	76	65.78947368421053
INSL3	mid: >23, <=33	10	76	13.157894736842104
INSL3	high: >33	66	76	86.8421052631579
JAG2	very low: <= 17	5	74	6.756756756756757
JAG2	low: >17, <= 23	7	74	9.45945945945946
JAG2	mid: >23, <=33	6	74	8.108108108108109
JAG2	high: >33	56	74	75.67567567567568
KCNE1	mid: >23, <=33	3	76	3.9473684210526314
KCNE1	high: >33	73	76	96.05263157894737
KCNK1	high: >33	76	76	100
KCNK10	high: >33	76	76	100
KCNK12	high: >33	76	76	100
KCNK13	high: >33	76	76	100
KCNK15	low: >17, <= 23	2	76	2.631578947368421
KCNK15	mid: >23, <=33	6	76	7.894736842105263
KCNK15	high: >33	68	76	89.47368421052632
KCNK17	mid: >23, <=33	4	76	5.263157894736842
KCNK17	high: >33	72	76	94.73684210526315
KCNK18	mid: >23, <=33	3	76	3.9473684210526314
KCNK18	high: >33	73	76	96.05263157894737
KCNK2	mid: >23, <=33	1	74	1.3513513513513513
KCNK2	high: >33	73	74	98.64864864864865
KCNK3	mid: >23, <=33	2	76	2.631578947368421
KCNK3	high: >33	74	76	97.36842105263158
KCNK4	mid: >23, <=33	7	76	9.210526315789473
KCNK4	high: >33	69	76	90.78947368421053
KCNK5	high: >33	76	76	100
KCNK6	mid: >23, <=33	9	76	11.842105263157894
KCNK6	high: >33	67	76	88.1578947368421
KCNK7	mid: >23, <=33	5	76	6.578947368421052
KCNK7	high: >33	71	76	93.42105263157895
KCNK9	mid: >23, <=33	1	76	1.3157894736842104
KCNK9	high: >33	75	76	98.68421052631578
KCNV2	very low: <= 17	1	76	1.3157894736842104
KCNV2	low: >17, <= 23	5	76	6.578947368421052
KCNV2	mid: >23, <=33	20	76	26.31578947368421
KCNV2	high: >33	50	76	65.78947368421053
KDM2B	high: >33	76	76	100
KIR3DL2	very low: <= 17	1	76	1.3157894736842104
KIR3DL2	high: >33	75	76	98.68421052631578
KISS1	mid: >23, <=33	8	76	10.526315789473683
KISS1	high: >33	68	76	89.47368421052632
KISS1R	low: >17, <= 23	4	72	5.555555555555555
KISS1R	mid: >23, <=33	17	72	23.61111111111111
KISS1R	high: >33	51	72	70.83333333333334
KLF11	mid: >23, <=33	23	76	30.263157894736842
KLF11	high: >33	53	76	69.73684210526315
KLF14	low: >17, <= 23	1	76	1.3157894736842104
KLF14	mid: >23, <=33	7	76	9.210526315789473
KLF14	high: >33	68	76	89.47368421052632
KLK4	very low: <= 17	4	76	5.263157894736842
KLK4	low: >17, <= 23	1	76	1.3157894736842104
KLK4	mid: >23, <=33	3	76	3.9473684210526314
KLK4	high: >33	68	76	89.47368421052632
KMT2C	high: >33	76	76	100
KNG1	mid: >23, <=33	1	76	1.3157894736842104
KNG1	high: >33	75	76	98.68421052631578
KRTAP1-1	mid: >23, <=33	9	74	12.162162162162163
KRTAP1-1	high: >33	65	74	87.83783783783784
LAMB1	high: >33	76	76	100
LBR	mid: >23, <=33	2	76	2.631578947368421
LBR	high: >33	74	76	97.36842105263158
LIPN	mid: >23, <=33	18	76	23.684210526315788
LIPN	high: >33	58	76	76.31578947368422
LIX1	high: >33	76	76	100
LMF1	high: >33	74	74	100
LMNB2	very low: <= 17	4	74	5.405405405405405
LMNB2	low: >17, <= 23	3	74	4.054054054054054
LMNB2	mid: >23, <=33	2	74	2.7027027027027026
LMNB2	high: >33	65	74	87.83783783783784
LRIG2	mid: >23, <=33	1	76	1.3157894736842104
LRIG2	high: >33	75	76	98.68421052631578
LZTFL1	mid: >23, <=33	5	76	6.578947368421052
LZTFL1	high: >33	71	76	93.42105263157895
MAFA	mid: >23, <=33	5	76	6.578947368421052
MAFA	high: >33	71	76	93.42105263157895
MAN1B1	mid: >23, <=33	5	76	6.578947368421052
MAN1B1	high: >33	71	76	93.42105263157895
MARVELD2	mid: >23, <=33	14	76	18.421052631578945
MARVELD2	high: >33	62	76	81.57894736842105
MASP2	mid: >23, <=33	17	76	22.36842105263158
MASP2	high: >33	59	76	77.63157894736842
MBOAT7	low: >17, <= 23	4	76	5.263157894736842
MBOAT7	mid: >23, <=33	11	76	14.473684210526317
MBOAT7	high: >33	61	76	80.26315789473685
MC1R	mid: >23, <=33	20	74	27.027027027027028
MC1R	high: >33	54	74	72.97297297297297
MDK	low: >17, <= 23	1	76	1.3157894736842104
MDK	mid: >23, <=33	2	76	2.631578947368421
MDK	high: >33	73	76	96.05263157894737
MICB	mid: >23, <=33	4	76	5.263157894736842
MICB	high: >33	72	76	94.73684210526315
MLC1	mid: >23, <=33	9	76	11.842105263157894
MLC1	high: >33	67	76	88.1578947368421
MLPH	very low: <= 17	1	76	1.3157894736842104
MLPH	low: >17, <= 23	7	76	9.210526315789473
MLPH	mid: >23, <=33	8	76	10.526315789473683
MLPH	high: >33	60	76	78.94736842105263
MOGS	very low: <= 17	6	76	7.894736842105263
MOGS	mid: >23, <=33	22	76	28.947368421052634
MOGS	high: >33	48	76	63.1578947368421
MPG	very low: <= 17	26	74	35.13513513513514
MPG	low: >17, <= 23	8	74	10.81081081081081
MPG	high: >33	40	74	54.054054054054056
MST1R	mid: >23, <=33	7	76	9.210526315789473
MST1R	high: >33	69	76	90.78947368421053
MUC1	very low: <= 17	24	74	32.432432432432435
MUC1	low: >17, <= 23	24	74	32.432432432432435
MUC1	mid: >23, <=33	10	74	13.513513513513514
MUC1	high: >33	16	74	21.62162162162162
MUC12	very low: <= 17	1	72	1.3888888888888888
MUC12	high: >33	71	72	98.61111111111111
MUC13	mid: >23, <=33	3	76	3.9473684210526314
MUC13	high: >33	73	76	96.05263157894737
MUC15	low: >17, <= 23	1	76	1.3157894736842104
MUC15	mid: >23, <=33	37	76	48.68421052631579
MUC15	high: >33	38	76	50
MUC16	high: >33	74	74	100
MUC19	low: >17, <= 23	2	76	2.631578947368421
MUC19	mid: >23, <=33	1	76	1.3157894736842104
MUC19	high: >33	73	76	96.05263157894737
MUC2	very low: <= 17	4	74	5.405405405405405
MUC2	low: >17, <= 23	6	74	8.108108108108109
MUC2	mid: >23, <=33	3	74	4.054054054054054
MUC2	high: >33	61	74	82.43243243243244
MUC20	very low: <= 17	10	52	19.230769230769234
MUC20	low: >17, <= 23	8	52	15.384615384615385
MUC20	mid: >23, <=33	10	52	19.230769230769234
MUC20	high: >33	24	52	46.15384615384615
MUC21	low: >17, <= 23	4	76	5.263157894736842
MUC21	mid: >23, <=33	11	76	14.473684210526317
MUC21	high: >33	61	76	80.26315789473685
MUC22	low: >17, <= 23	2	76	2.631578947368421
MUC22	high: >33	74	76	97.36842105263158
MUC4	very low: <= 17	8	76	10.526315789473683
MUC4	low: >17, <= 23	9	76	11.842105263157894
MUC4	mid: >23, <=33	3	76	3.9473684210526314
MUC4	high: >33	56	76	73.68421052631578
MUC5AC	very low: <= 17	2	76	2.631578947368421
MUC5AC	mid: >23, <=33	5	76	6.578947368421052
MUC5AC	high: >33	69	76	90.78947368421053
MUC5B	mid: >23, <=33	2	76	2.631578947368421
MUC5B	high: >33	74	76	97.36842105263158
MUC6	very low: <= 17	30	76	39.473684210526315
MUC6	low: >17, <= 23	5	76	6.578947368421052
MUC6	mid: >23, <=33	1	76	1.3157894736842104
MUC6	high: >33	40	76	52.63157894736842
MUC7	high: >33	76	76	100
MUSK	low: >17, <= 23	2	76	2.631578947368421
MUSK	mid: >23, <=33	10	76	13.157894736842104
MUSK	high: >33	64	76	84.21052631578947
MYO9B	high: >33	76	76	100
MYOT	mid: >23, <=33	2	76	2.631578947368421
MYOT	high: >33	74	76	97.36842105263158
MYT1	mid: >23, <=33	3	76	3.9473684210526314
MYT1	high: >33	73	76	96.05263157894737
NACA	mid: >23, <=33	5	76	6.578947368421052
NACA	high: >33	71	76	93.42105263157895
NDUFA6	mid: >23, <=33	7	76	9.210526315789473
NDUFA6	high: >33	69	76	90.78947368421053
NDUFAF1	low: >17, <= 23	3	76	3.9473684210526314
NDUFAF1	mid: >23, <=33	11	76	14.473684210526317
NDUFAF1	high: >33	62	76	81.57894736842105
NDUFB1	mid: >23, <=33	7	76	9.210526315789473
NDUFB1	high: >33	69	76	90.78947368421053
NDUFV3	mid: >23, <=33	17	76	22.36842105263158
NDUFV3	high: >33	59	76	77.63157894736842
NLRP12	mid: >23, <=33	3	76	3.9473684210526314
NLRP12	high: >33	73	76	96.05263157894737
NLRP2	low: >17, <= 23	1	76	1.3157894736842104
NLRP2	high: >33	75	76	98.68421052631578
NOD1	very low: <= 17	6	76	7.894736842105263
NOD1	mid: >23, <=33	1	76	1.3157894736842104
NOD1	high: >33	69	76	90.78947368421053
NPM1	low: >17, <= 23	2	76	2.631578947368421
NPM1	mid: >23, <=33	4	76	5.263157894736842
NPM1	high: >33	70	76	92.10526315789474
NPPA	mid: >23, <=33	9	76	11.842105263157894
NPPA	high: >33	67	76	88.1578947368421
OPRL1	very low: <= 17	16	76	21.052631578947366
OPRL1	low: >17, <= 23	13	76	17.105263157894736
OPRL1	mid: >23, <=33	12	76	15.789473684210526
OPRL1	high: >33	35	76	46.05263157894737
ORC6	low: >17, <= 23	1	76	1.3157894736842104
ORC6	mid: >23, <=33	37	76	48.68421052631579
ORC6	high: >33	38	76	50
P2RX2	low: >17, <= 23	2	76	2.631578947368421
P2RX2	mid: >23, <=33	27	76	35.526315789473685
P2RX2	high: >33	47	76	61.8421052631579
P2RX5	very low: <= 17	16	74	21.62162162162162
P2RX5	low: >17, <= 23	9	74	12.162162162162163
P2RX5	mid: >23, <=33	3	74	4.054054054054054
P2RX5	high: >33	46	74	62.16216216216216
PAPSS2	mid: >23, <=33	3	76	3.9473684210526314
PAPSS2	high: >33	73	76	96.05263157894737
PCBP1	mid: >23, <=33	20	76	26.31578947368421
PCBP1	high: >33	56	76	73.68421052631578
PCCB	mid: >23, <=33	2	76	2.631578947368421
PCCB	high: >33	74	76	97.36842105263158
PCDHA10	high: >33	76	76	100
PCMT1	low: >17, <= 23	1	76	1.3157894736842104
