gene_name	quality	n	total	percent
MUC20	very low: <= 17	9	52	17.307692307692307
MUC20	low: >17, <= 23	6	52	11.538461538461538
MUC20	mid: >23, <=33	12	52	23.076923076923077
MUC20	high: >33	25	52	48.07692307692308
MUC21	low: >17, <= 23	2	76	2.631578947368421
MUC21	mid: >23, <=33	20	76	26.31578947368421
MUC21	high: >33	54	76	71.05263157894737
MUC22	low: >17, <= 23	3	76	3.9473684210526314
MUC22	mid: >23, <=33	3	76	3.9473684210526314
MUC22	high: >33	70	76	92.10526315789474
MUC4	very low: <= 17	15	76	19.736842105263158
MUC4	low: >17, <= 23	10	76	13.157894736842104
MUC4	mid: >23, <=33	2	76	2.631578947368421
MUC4	high: >33	49	76	64.47368421052632
MUC5AC	very low: <= 17	4	76	5.263157894736842
MUC5AC	low: >17, <= 23	4	76	5.263157894736842
MUC5AC	mid: >23, <=33	11	76	14.473684210526317
MUC5AC	high: >33	57	76	75
MUC5B	mid: >23, <=33	5	76	6.578947368421052
MUC5B	high: >33	71	76	93.42105263157895
MUC6	very low: <= 17	34	76	44.73684210526316
MUC6	low: >17, <= 23	7	76	9.210526315789473
MUC6	mid: >23, <=33	4	76	5.263157894736842
MUC6	high: >33	31	76	40.78947368421053
MUC7	high: >33	76	76	100
MUSK	low: >17, <= 23	2	76	2.631578947368421
MUSK	mid: >23, <=33	12	76	15.789473684210526
MUSK	high: >33	62	76	81.57894736842105
MYO9B	high: >33	76	76	100
MYOT	low: >17, <= 23	1	76	1.3157894736842104
MYOT	mid: >23, <=33	9	76	11.842105263157894
MYOT	high: >33	66	76	86.8421052631579
MYT1	very low: <= 17	1	76	1.3157894736842104
MYT1	low: >17, <= 23	1	76	1.3157894736842104
MYT1	mid: >23, <=33	3	76	3.9473684210526314
MYT1	high: >33	71	76	93.42105263157895
NACA	low: >17, <= 23	2	76	2.631578947368421
NACA	mid: >23, <=33	10	76	13.157894736842104
NACA	high: >33	64	76	84.21052631578947
NDUFA6	mid: >23, <=33	13	76	17.105263157894736
NDUFA6	high: >33	63	76	82.89473684210526
NDUFAF1	low: >17, <= 23	8	76	10.526315789473683
NDUFAF1	mid: >23, <=33	19	76	25
NDUFAF1	high: >33	49	76	64.47368421052632
NDUFB1	mid: >23, <=33	9	76	11.842105263157894
NDUFB1	high: >33	67	76	88.1578947368421
NDUFV3	mid: >23, <=33	17	76	22.36842105263158
NDUFV3	high: >33	59	76	77.63157894736842
NLRP12	low: >17, <= 23	2	76	2.631578947368421
NLRP12	mid: >23, <=33	12	76	15.789473684210526
NLRP12	high: >33	62	76	81.57894736842105
NLRP2	very low: <= 17	1	76	1.3157894736842104
NLRP2	low: >17, <= 23	3	76	3.9473684210526314
NLRP2	mid: >23, <=33	1	76	1.3157894736842104
NLRP2	high: >33	71	76	93.42105263157895
NOD1	very low: <= 17	6	76	7.894736842105263
NOD1	high: >33	70	76	92.10526315789474
NPM1	low: >17, <= 23	4	76	5.263157894736842
NPM1	mid: >23, <=33	11	76	14.473684210526317
NPM1	high: >33	61	76	80.26315789473685
NPPA	mid: >23, <=33	22	76	28.947368421052634
NPPA	high: >33	54	76	71.05263157894737
OPRL1	very low: <= 17	21	76	27.631578947368425
OPRL1	low: >17, <= 23	13	76	17.105263157894736
OPRL1	mid: >23, <=33	12	76	15.789473684210526
OPRL1	high: >33	30	76	39.473684210526315
ORC6	low: >17, <= 23	1	76	1.3157894736842104
ORC6	mid: >23, <=33	46	76	60.526315789473685
ORC6	high: >33	29	76	38.15789473684211
P2RX2	low: >17, <= 23	7	76	9.210526315789473
P2RX2	mid: >23, <=33	34	76	44.73684210526316
P2RX2	high: >33	35	76	46.05263157894737
P2RX5	very low: <= 17	22	74	29.72972972972973
P2RX5	low: >17, <= 23	8	74	10.81081081081081
P2RX5	mid: >23, <=33	5	74	6.756756756756757
P2RX5	high: >33	39	74	52.702702702702695
PAPSS2	mid: >23, <=33	3	76	3.9473684210526314
PAPSS2	high: >33	73	76	96.05263157894737
PCBP1	mid: >23, <=33	24	76	31.57894736842105
PCBP1	high: >33	52	76	68.42105263157895
PCCB	mid: >23, <=33	9	76	11.842105263157894
PCCB	high: >33	67	76	88.1578947368421
PCDHA10	mid: >23, <=33	1	76	1.3157894736842104
PCDHA10	high: >33	75	76	98.68421052631578
PCMT1	low: >17, <= 23	2	76	2.631578947368421
PCMT1	mid: >23, <=33	14	76	18.421052631578945
PCMT1	high: >33	60	76	78.94736842105263
PDE6B	very low: <= 17	1	76	1.3157894736842104
PDE6B	low: >17, <= 23	5	76	6.578947368421052
PDE6B	mid: >23, <=33	11	76	14.473684210526317
PDE6B	high: >33	59	76	77.63157894736842
PDLIM3	very low: <= 17	1	76	1.3157894736842104
PDLIM3	mid: >23, <=33	6	76	7.894736842105263
PDLIM3	high: >33	69	76	90.78947368421053
PDPK1	mid: >23, <=33	1	76	1.3157894736842104
PDPK1	high: >33	75	76	98.68421052631578
PDSS1	mid: >23, <=33	2	76	2.631578947368421
PDSS1	high: >33	74	76	97.36842105263158
PEX5	low: >17, <= 23	9	76	11.842105263157894
PEX5	mid: >23, <=33	26	76	34.21052631578947
PEX5	high: >33	41	76	53.94736842105263
PGAM5	very low: <= 17	7	76	9.210526315789473
PGAM5	low: >17, <= 23	9	76	11.842105263157894
PGAM5	mid: >23, <=33	12	76	15.789473684210526
PGAM5	high: >33	48	76	63.1578947368421
PHKG2	very low: <= 17	15	76	19.736842105263158
PHKG2	low: >17, <= 23	1	76	1.3157894736842104
PHKG2	mid: >23, <=33	35	76	46.05263157894737
PHKG2	high: >33	25	76	32.89473684210527
PIGV	mid: >23, <=33	7	76	9.210526315789473
PIGV	high: >33	69	76	90.78947368421053
PKD1	very low: <= 17	2	70	2.857142857142857
PKD1	low: >17, <= 23	1	70	1.4285714285714286
PKD1	mid: >23, <=33	12	70	17.142857142857142
PKD1	high: >33	55	70	78.57142857142857
PKN3	mid: >23, <=33	19	76	25
PKN3	high: >33	57	76	75
PLTP	very low: <= 17	6	76	7.894736842105263
PLTP	mid: >23, <=33	16	76	21.052631578947366
PLTP	high: >33	54	76	71.05263157894737
PNKP	low: >17, <= 23	2	76	2.631578947368421
PNKP	mid: >23, <=33	6	76	7.894736842105263
PNKP	high: >33	68	76	89.47368421052632
PPIA	mid: >23, <=33	8	76	10.526315789473683
PPIA	high: >33	68	76	89.47368421052632
PPIP5K1	mid: >23, <=33	3	76	3.9473684210526314
PPIP5K1	high: >33	73	76	96.05263157894737
PRG4	low: >17, <= 23	1	76	1.3157894736842104
PRG4	mid: >23, <=33	11	76	14.473684210526317
PRG4	high: >33	64	76	84.21052631578947
PRKCG	low: >17, <= 23	2	76	2.631578947368421
PRKCG	mid: >23, <=33	32	76	42.10526315789473
PRKCG	high: >33	42	76	55.26315789473685
PROZ	very low: <= 17	29	76	38.15789473684211
PROZ	low: >17, <= 23	20	76	26.31578947368421
PROZ	mid: >23, <=33	5	76	6.578947368421052
PROZ	high: >33	22	76	28.947368421052634
PSPH	mid: >23, <=33	1	76	1.3157894736842104
PSPH	high: >33	75	76	98.68421052631578
PTEN	mid: >23, <=33	2	76	2.631578947368421
PTEN	high: >33	74	76	97.36842105263158
PTK6	very low: <= 17	2	76	2.631578947368421
PTK6	low: >17, <= 23	4	76	5.263157894736842
PTK6	mid: >23, <=33	14	76	18.421052631578945
PTK6	high: >33	56	76	73.68421052631578
PTPRC	high: >33	76	76	100
PXDN	mid: >23, <=33	1	76	1.3157894736842104
PXDN	high: >33	75	76	98.68421052631578
RFX2	mid: >23, <=33	1	74	1.3513513513513513
RFX2	high: >33	73	74	98.64864864864865
RGPD3	low: >17, <= 23	4	76	5.263157894736842
RGPD3	mid: >23, <=33	12	76	15.789473684210526
RGPD3	high: >33	60	76	78.94736842105263
RHCE	mid: >23, <=33	1	76	1.3157894736842104
RHCE	high: >33	75	76	98.68421052631578
RHOA	mid: >23, <=33	16	76	21.052631578947366
RHOA	high: >33	60	76	78.94736842105263
RNF212	low: >17, <= 23	1	76	1.3157894736842104
RNF212	mid: >23, <=33	15	76	19.736842105263158
RNF212	high: >33	60	76	78.94736842105263
RNF213	mid: >23, <=33	2	76	2.631578947368421
RNF213	high: >33	74	76	97.36842105263158
RPIA	very low: <= 17	4	76	5.263157894736842
RPIA	high: >33	72	76	94.73684210526315
RPL22	mid: >23, <=33	6	76	7.894736842105263
RPL22	high: >33	70	76	92.10526315789474
RPN1	very low: <= 17	6	76	7.894736842105263
RPN1	low: >17, <= 23	2	76	2.631578947368421
RPN1	mid: >23, <=33	1	76	1.3157894736842104
RPN1	high: >33	67	76	88.1578947368421
SAR1B	very low: <= 17	3	76	3.9473684210526314
SAR1B	mid: >23, <=33	22	76	28.947368421052634
SAR1B	high: >33	51	76	67.10526315789474
SBK3	very low: <= 17	1	76	1.3157894736842104
SBK3	low: >17, <= 23	16	76	21.052631578947366
SBK3	mid: >23, <=33	15	76	19.736842105263158
SBK3	high: >33	44	76	57.89473684210527
SEC63	mid: >23, <=33	2	76	2.631578947368421
SEC63	high: >33	74	76	97.36842105263158
SEMG1	low: >17, <= 23	2	76	2.631578947368421
SEMG1	mid: >23, <=33	43	76	56.57894736842105
SEMG1	high: >33	31	76	40.78947368421053
SERPINF2	very low: <= 17	2	76	2.631578947368421
SERPINF2	mid: >23, <=33	7	76	9.210526315789473
SERPINF2	high: >33	67	76	88.1578947368421
SH2B1	low: >17, <= 23	6	76	7.894736842105263
SH2B1	mid: >23, <=33	49	76	64.47368421052632
SH2B1	high: >33	21	76	27.631578947368425
SIGLEC16	mid: >23, <=33	12	76	15.789473684210526
SIGLEC16	high: >33	64	76	84.21052631578947
SLC17A5	low: >17, <= 23	2	76	2.631578947368421
SLC17A5	mid: >23, <=33	11	76	14.473684210526317
SLC17A5	high: >33	63	76	82.89473684210526
SLC22A1	very low: <= 17	3	76	3.9473684210526314
SLC22A1	low: >17, <= 23	3	76	3.9473684210526314
SLC22A1	mid: >23, <=33	11	76	14.473684210526317
SLC22A1	high: >33	59	76	77.63157894736842
SLC22A12	very low: <= 17	3	76	3.9473684210526314
SLC22A12	low: >17, <= 23	4	76	5.263157894736842
SLC22A12	mid: >23, <=33	33	76	43.42105263157895
SLC22A12	high: >33	36	76	47.368421052631575
SLC27A4	low: >17, <= 23	2	76	2.631578947368421
SLC27A4	mid: >23, <=33	1	76	1.3157894736842104
SLC27A4	high: >33	73	76	96.05263157894737
SLC27A5	very low: <= 17	2	74	2.7027027027027026
SLC27A5	low: >17, <= 23	4	74	5.405405405405405
SLC27A5	mid: >23, <=33	15	74	20.27027027027027
SLC27A5	high: >33	53	74	71.62162162162163
SLC29A4	mid: >23, <=33	1	76	1.3157894736842104
SLC29A4	high: >33	75	76	98.68421052631578
SLC6A18	very low: <= 17	6	76	7.894736842105263
SLC6A18	low: >17, <= 23	7	76	9.210526315789473
SLC6A18	mid: >23, <=33	9	76	11.842105263157894
SLC6A18	high: >33	54	76	71.05263157894737
SLC6A3	very low: <= 17	2	76	2.631578947368421
SLC6A3	low: >17, <= 23	2	76	2.631578947368421
SLC6A3	mid: >23, <=33	1	76	1.3157894736842104
SLC6A3	high: >33	71	76	93.42105263157895
SMG1	mid: >23, <=33	4	74	5.405405405405405
SMG1	high: >33	70	74	94.5945945945946
SMOC2	high: >33	76	76	100
SNTG2	very low: <= 17	1	74	1.3513513513513513
SNTG2	low: >17, <= 23	2	74	2.7027027027027026
SNTG2	high: >33	71	74	95.94594594594594
SOHLH1	mid: >23, <=33	14	76	18.421052631578945
SOHLH1	high: >33	62	76	81.57894736842105
SPI1	very low: <= 17	8	76	10.526315789473683
SPI1	mid: >23, <=33	8	76	10.526315789473683
SPI1	high: >33	60	76	78.94736842105263
SPRN	very low: <= 17	5	76	6.578947368421052
SPRN	low: >17, <= 23	1	76	1.3157894736842104
SPRN	mid: >23, <=33	7	76	9.210526315789473
SPRN	high: >33	63	76	82.89473684210526
SRR	mid: >23, <=33	14	76	18.421052631578945
SRR	high: >33	62	76	81.57894736842105
SSTR5	very low: <= 17	1	76	1.3157894736842104
SSTR5	low: >17, <= 23	6	76	7.894736842105263
SSTR5	mid: >23, <=33	10	76	13.157894736842104
SSTR5	high: >33	59	76	77.63157894736842
STK11	very low: <= 17	2	76	2.631578947368421
STK11	low: >17, <= 23	1	76	1.3157894736842104
STK11	mid: >23, <=33	1	76	1.3157894736842104
STK11	high: >33	72	76	94.73684210526315
STXBP2	low: >17, <= 23	6	76	7.894736842105263
STXBP2	mid: >23, <=33	17	76	22.36842105263158
STXBP2	high: >33	53	76	69.73684210526315
SUZ12	mid: >23, <=33	8	76	10.526315789473683
SUZ12	high: >33	68	76	89.47368421052632
TAP1	mid: >23, <=33	17	76	22.36842105263158
TAP1	high: >33	59	76	77.63157894736842
TAP2	low: >17, <= 23	1	76	1.3157894736842104
TAP2	mid: >23, <=33	4	76	5.263157894736842
TAP2	high: >33	71	76	93.42105263157895
TBXA2R	low: >17, <= 23	4	74	5.405405405405405
TBXA2R	mid: >23, <=33	10	74	13.513513513513514
TBXA2R	high: >33	60	74	81.08108108108108
TCF3	very low: <= 17	16	76	21.052631578947366
TCF3	low: >17, <= 23	11	76	14.473684210526317
TCF3	mid: >23, <=33	2	76	2.631578947368421
TCF3	high: >33	47	76	61.8421052631579
TERT	very low: <= 17	11	76	14.473684210526317
TERT	low: >17, <= 23	6	76	7.894736842105263
TERT	high: >33	59	76	77.63157894736842
THBS2	very low: <= 17	3	76	3.9473684210526314
THBS2	low: >17, <= 23	1	76	1.3157894736842104
THBS2	mid: >23, <=33	5	76	6.578947368421052
THBS2	high: >33	67	76	88.1578947368421
TJP2	high: >33	74	74	100
TM4SF19	very low: <= 17	4	74	5.405405405405405
TM4SF19	low: >17, <= 23	19	74	25.675675675675674
TM4SF19	mid: >23, <=33	12	74	16.216216216216218
TM4SF19	high: >33	39	74	52.702702702702695
TMC6	very low: <= 17	3	76	3.9473684210526314
TMC6	low: >17, <= 23	9	76	11.842105263157894
TMC6	mid: >23, <=33	6	76	7.894736842105263
TMC6	high: >33	58	76	76.31578947368422
TNNI3	very low: <= 17	3	76	3.9473684210526314
TNNI3	low: >17, <= 23	22	76	28.947368421052634
TNNI3	mid: >23, <=33	22	76	28.947368421052634
TNNI3	high: >33	29	76	38.15789473684211
TNNT1	very low: <= 17	3	76	3.9473684210526314
TNNT1	low: >17, <= 23	13	76	17.105263157894736
TNNT1	mid: >23, <=33	19	76	25
TNNT1	high: >33	41	76	53.94736842105263
TPCN2	low: >17, <= 23	1	76	1.3157894736842104
TPCN2	mid: >23, <=33	2	76	2.631578947368421
TPCN2	high: >33	73	76	96.05263157894737
TPO	very low: <= 17	3	76	3.9473684210526314
TPO	low: >17, <= 23	2	76	2.631578947368421
TPO	mid: >23, <=33	5	76	6.578947368421052
TPO	high: >33	66	76	86.8421052631579
TRAPPC10	low: >17, <= 23	11	76	14.473684210526317
TRAPPC10	mid: >23, <=33	8	76	10.526315789473683
TRAPPC10	high: >33	57	76	75
TRBV9	mid: >23, <=33	2	76	2.631578947368421
TRBV9	high: >33	74	76	97.36842105263158
TRMT1	mid: >23, <=33	30	76	39.473684210526315
TRMT1	high: >33	46	76	60.526315789473685
TRPM4	very low: <= 17	1	76	1.3157894736842104
TRPM4	low: >17, <= 23	2	76	2.631578947368421
TRPM4	mid: >23, <=33	11	76	14.473684210526317
TRPM4	high: >33	62	76	81.57894736842105
TTC37	high: >33	76	76	100
TTLL1	high: >33	76	76	100
TUBGCP6	low: >17, <= 23	3	76	3.9473684210526314
TUBGCP6	mid: >23, <=33	24	76	31.57894736842105
TUBGCP6	high: >33	49	76	64.47368421052632
TYK2	low: >17, <= 23	10	76	13.157894736842104
TYK2	mid: >23, <=33	14	76	18.421052631578945
TYK2	high: >33	52	76	68.42105263157895
TYMS	very low: <= 17	1	76	1.3157894736842104
TYMS	low: >17, <= 23	21	76	27.631578947368425
TYMS	mid: >23, <=33	17	76	22.36842105263158
TYMS	high: >33	37	76	48.68421052631579
UGT2A1	very low: <= 17	1	76	1.3157894736842104
UGT2A1	high: >33	75	76	98.68421052631578
UNKL	low: >17, <= 23	3	74	4.054054054054054
UNKL	mid: >23, <=33	32	74	43.24324324324324
UNKL	high: >33	39	74	52.702702702702695
USP8	high: >33	76	76	100
UVSSA	low: >17, <= 23	2	76	2.631578947368421
UVSSA	mid: >23, <=33	5	76	6.578947368421052
UVSSA	high: >33	69	76	90.78947368421053
VANGL1	mid: >23, <=33	1	76	1.3157894736842104
VANGL1	high: >33	75	76	98.68421052631578
VKORC1	very low: <= 17	10	76	13.157894736842104
VKORC1	low: >17, <= 23	16	76	21.052631578947366
VKORC1	mid: >23, <=33	11	76	14.473684210526317
VKORC1	high: >33	39	76	51.31578947368421
ZAN	low: >17, <= 23	1	76	1.3157894736842104
ZAN	mid: >23, <=33	10	76	13.157894736842104
ZAN	high: >33	65	76	85.52631578947368
ZNF141	mid: >23, <=33	3	76	3.9473684210526314
ZNF141	high: >33	73	76	96.05263157894737
ZNF419	low: >17, <= 23	2	76	2.631578947368421
ZNF419	mid: >23, <=33	5	76	6.578947368421052
ZNF419	high: >33	69	76	90.78947368421053
ZNF469	mid: >23, <=33	5	76	6.578947368421052
ZNF469	high: >33	71	76	93.42105263157895
